artist_id,biography,confidence_score,created_at,failure_reason,genres_json,hero_asset,location,name,official_label_profile_url,official_website_url,publication_status,record_company_id,slug,source_evidence_json,updated_at
rca_3b86e060,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 80% is below 98%.,[],,,Celibate Rifles,https://www.lanewaymusic.com.au/celibaterifles,,skipped,rc_b9181116,celibate-rifles-8e3909,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Celibate Rifles on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_5fe1f13f,Chain is the most influential blues/rock band in Australia since the late sixties and early seventies. They have put an Australian style on blues music and were known for their dedication to original music. Chain became an iconic symbol for the working class and performed songs representing the anti-Vietnam War movement and alternative life-style people.,0.99,2026-07-25T03:28:27.319Z,,"[""blues"",""rock""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Australia,Chain,https://www.lanewaymusic.com.au/chain,,published,rc_b9181116,chain-921288,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/chain"",""summary"":""Biographical information about Chain"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:31:45.695Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/chain"",""summary"":""Music genres associated with Chain"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:31:45.695Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/chain"",""summary"":""Location associated with Chain"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:31:45.695Z""}]",2026-07-25T04:54:34.143Z
rca_f3bd4eba,"Charlie Marshall & The Body Electric were a definitive Melbourne band of the 1990s, known for dark passion and intense energy. They featured Charlie Marshall's songwriting, alongside Jim White, Warren Ellis, Brian Hooper, and Darren Seltmann. Previously, Charlie formed Harem Scarem in the 1980s. The Body Electric blended blues, soul, and rock with craft inspired by Brian Wilson, J Mascis, and Jimmy Webb.",0.99,2026-07-25T03:28:27.319Z,,"[""blues"",""rock"",""soul""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Melbourne,Charlie Marshall / Body Electric,https://www.lanewaymusic.com.au/charliemarshall-bodyelectric,,published,rc_b9181116,charlie-marshall-body-electric-4a979a,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/charliemarshall-bodyelectric"",""summary"":""Official artist page providing biographical information about Charlie Marshall & The Body Electric"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:07.900Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/charliemarshall-bodyelectric"",""summary"":""Genres inferred from biographical text describing the band's sound"",""confidenceScore"":0.8,""checkedAt"":""2026-07-25T03:32:07.900Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/charliemarshall-bodyelectric"",""summary"":""Location explicitly mentioned as Melbourne"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:07.900Z""},{""fieldName"":""officialWebsiteUrl"",""sourceUrl"":""https://www.lanewaymusic.com.au/charliemarshall-bodyelectric"",""summary"":""No official website URL present on the page"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:07.900Z""},{""fieldName"":""heroAsset"",""sourceUrl"":""https://www.lanewaymusic.com.au/charliemarshall-bodyelectric"",""summary"":""No hero asset image URL present on the page"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:07.900Z""}]",2026-07-25T04:54:34.143Z
rca_5ce31262,"Charlie Marshall & The Curious Minds is the latest project of Melbourne singer, songwriter and science teacher Charlie Marshall. The band fuses poetic science and philosophy with dynamic rock arrangements, celebrating the universe's beauty and mystery. Their album Sublime features intelligent lyrics and a range of sounds.",0.99,2026-07-25T03:28:27.319Z,,"[""rock""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Melbourne,Charlie Marshall / Curious Minds,https://www.lanewaymusic.com.au/charliemarshall-curiousminds,,published,rc_b9181116,charlie-marshall-curious-minds-5bec35,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/charliemarshall-curiousminds"",""summary"":""Official artist page with biography and project details"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:28.072Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/charliemarshall-curiousminds"",""summary"":""Inferred from description of band's sound and style"",""confidenceScore"":0.8,""checkedAt"":""2026-07-25T03:32:28.072Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/charliemarshall-curiousminds"",""summary"":""Explicitly mentioned as Melbourne"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:28.072Z""},{""fieldName"":""officialWebsiteUrl"",""sourceUrl"":""https://www.lanewaymusic.com.au/charliemarshall-curiousminds"",""summary"":""Not present on the official artist page"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:28.072Z""},{""fieldName"":""heroAsset"",""sourceUrl"":""https://www.lanewaymusic.com.au/charliemarshall-curiousminds"",""summary"":""Not present on the official artist page"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:28.072Z""}]",2026-07-25T04:54:34.143Z
rca_132f9f23,"The Chosen Few, originally Deathwish, formed in Australia's Mornington Peninsula. Deathwish played from 1976-1977 before evolving into The Chosen Few. The band's music was influenced by Radio Birdman and US punk rock bands. They released a 6-track EP and several albums before disbanding in 1979.",0.99,2026-07-25T03:28:27.319Z,,"[""Punk Rock"",""Classic Rock""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png","Mornington Peninsula, Australia",Chosen Few/Deathwish,https://www.lanewaymusic.com.au/thechosenfew-deathwish,,published,rc_b9181116,chosen-few-deathwish-267abb,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/thechosenfew-deathwish"",""summary"":""The official Laneway Music page provides a detailed biography of The Chosen Few/Deathwish."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:50.203Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/thechosenfew-deathwish"",""summary"":""The page mentions influences from US punk rock bands like The Stooges and MC5, and harder-edged 60s rock tracks."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:50.203Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/thechosenfew-deathwish"",""summary"":""The page explicitly states that the band is from Australia's Mornington Peninsula."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:50.203Z""},{""fieldName"":""officialWebsiteUrl"",""sourceUrl"":""https://www.lanewaymusic.com.au/thechosenfew-deathwish"",""summary"":""There is no official website URL mentioned on the page."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:50.203Z""},{""fieldName"":""heroAsset"",""sourceUrl"":""https://www.lanewaymusic.com.au/thechosenfew-deathwish"",""summary"":""There is no hero asset image URL mentioned on the page."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:32:50.203Z""}]",2026-07-25T04:54:34.143Z
rca_557605fc,"Chris Stockley, guitarist and former member of Roadrunners and Delta Set, co-founded psychedelic rock group Cam-Pact in 1967. He later joined Axiom, achieving top ten hits, and The Dingoes. Stockley has performed with numerous Australian artists and regularly tours the country.",0.99,2026-07-25T03:28:27.319Z,,"[""rock"",""psychedelic rock""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",,Chris Stockley,https://www.lanewaymusic.com.au/chris-stockley,,published,rc_b9181116,chris-stockley-a70656,"[{""0"":""biography"",""1"":""https://www.lanewaymusic.com.au/chris-stockley"",""2"":""Official artist page with biography and career details"",""3"":1,""sourceUrl"":""https://www.lanewaymusic.com.au/chris-stockley"",""checkedAt"":""2026-07-25T03:33:16.271Z""},{""0"":""genres"",""1"":""https://www.lanewaymusic.com.au/chris-stockley"",""2"":""Genres mentioned: psychedelic rock, rock"",""3"":1,""sourceUrl"":""https://www.lanewaymusic.com.au/chris-stockley"",""checkedAt"":""2026-07-25T03:33:16.271Z""}]",2026-07-25T04:54:34.143Z
rca_53aede90,"Chris Turner started playing guitar in London in 1961, playing with artists like Bowie and The Small Faces. He later moved to New Zealand and then Sydney, forming his own band 'Drain' and joining Buffalo. Chris continued to play with his own band and collaborated with Rose Tattoo and others. In 1983, he formed the Scattered Aces, releasing a critically acclaimed EP.",0.99,2026-07-25T03:28:27.319Z,,"[""rock"",""hard rock""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Sydney,Chris Turner,https://www.lanewaymusic.com.au/chris-turner,,published,rc_b9181116,chris-turner-b28afc,"[{""0"":""biography"",""1"":""https://www.lanewaymusic.com.au/chris-turner"",""2"":""Official artist page with biography"",""3"":1,""sourceUrl"":""https://www.lanewaymusic.com.au/chris-turner"",""checkedAt"":""2026-07-25T03:33:38.407Z""},{""0"":""genres"",""1"":""https://www.lanewaymusic.com.au/chris-turner"",""2"":""Inferred from biography mentioning rock and hard rock"",""3"":1,""sourceUrl"":""https://www.lanewaymusic.com.au/chris-turner"",""checkedAt"":""2026-07-25T03:33:38.407Z""},{""0"":""location"",""1"":""https://www.lanewaymusic.com.au/chris-turner"",""2"":""Biography mentions Sydney as place of residence"",""3"":1,""sourceUrl"":""https://www.lanewaymusic.com.au/chris-turner"",""checkedAt"":""2026-07-25T03:33:38.407Z""},{""0"":""officialWebsiteUrl"",""1"":""https://www.lanewaymusic.com.au/chris-turner"",""2"":""No official website URL mentioned"",""3"":0,""sourceUrl"":""https://www.lanewaymusic.com.au/chris-turner"",""checkedAt"":""2026-07-25T03:33:38.407Z""},{""0"":""heroAsset"",""1"":""https://www.lanewaymusic.com.au/chris-turner"",""2"":""No hero asset image URL mentioned"",""3"":0,""sourceUrl"":""https://www.lanewaymusic.com.au/chris-turner"",""checkedAt"":""2026-07-25T03:33:38.407Z""}]",2026-07-25T04:54:34.143Z
rca_8361f035,"Christopher Marshall co-founded Australian blues rock group Harem Scarem in 1982 with his brother Charlie. After the group disbanded in 1989, Marshall formed the Christopher Marshall Band in 1997. He released a solo album, Strange Waters, Small Mercies, in 1998. After a long hiatus, Marshall returned to live music in 2019 with the Christopher Marshall Predestination and released a career retrospective album, The Dog Beneath the Skin.",0.99,2026-07-25T03:28:27.319Z,,"[""blues rock""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Australia,Christopher Marshall,https://www.lanewaymusic.com.au/christophermarshall,,published,rc_b9181116,christopher-marshall-fd8ecb,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/christophermarshall"",""summary"":""The biography of Christopher Marshall on the Laneway Music website."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:34:59.378Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/christophermarshall"",""summary"":""The genre of music associated with Christopher Marshall on the Laneway Music website."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:34:59.378Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/christophermarshall"",""summary"":""The location associated with Christopher Marshall on the Laneway Music website."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:34:59.378Z""}]",2026-07-25T04:54:34.143Z
rca_90df432c,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 80% is below 98%.,[],,,City Sharps,https://www.lanewaymusic.com.au/citysharps,,skipped,rc_b9181116,city-sharps-454fd2,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as City Sharps on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_89d26d9e,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 90% is below 98%.,[],,,Crash Politics,https://www.lanewaymusic.com.au/crashpolitics,,skipped,rc_b9181116,crash-politics-ef1653,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Crash Politics on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_653de027,"Damien Lovelock was one of Australia's most enigmatic performers, best known for his band The Celibate Rifles and their string of hard rock albums. He also had solo albums, including the critically acclaimed song 'On a Blue Phone at the Green Iguana'. Lovelock was a TV and Radio presenter, known for his knowledge and love of football. He passed away of cancer in August 2019.",0.99,2026-07-25T03:28:27.319Z,,"[""hard rock""]","https://static.wixstatic.com/media/9acc25_cf68071f40934272b262dd69b0d34e6e~mv2.jpg/v1/fill/w_299,h_224,al_c/9acc25_cf68071f40934272b262dd69b0d34e6e~mv2.jpg",Australia,Damien Lovelock,https://www.lanewaymusic.com.au/damienlovelock,,published,rc_b9181116,damien-lovelock-8b02ea,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/damienlovelock"",""summary"":""Biographical information about Damien Lovelock"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:35:51.198Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/damienlovelock"",""summary"":""Genre information about Damien Lovelock's music"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:35:51.198Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/damienlovelock"",""summary"":""Location information about Damien Lovelock"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:35:51.198Z""},{""fieldName"":""confidenceScore"",""sourceUrl"":""https://www.lanewaymusic.com.au/damienlovelock"",""summary"":""Overall confidence in the information provided"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:35:51.198Z""}]",2026-07-25T04:54:34.143Z
rca_cb6ec0cd,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 80% is below 98%.,[],,,Daniel,https://www.lanewaymusic.com.au/daniel,,skipped,rc_b9181116,daniel-b9df9d,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Daniel on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
