Record ID,Band Name,Factory Status,Confidence,Official YouTube Channel,Most Popular Verified Video Title,Most Popular Verified Video URL,Selection Basis,Verified At,Permanent URL,Edition ID,QR Poster Variant,Failure / Omission Reason
JBX-WD-Q660729,The Angels,configured,100,https://www.youtube.com/channel/UC6-yLcVzDmS1ngXmoDVJoFg,Keith Knows... Now Metallica....,https://www.youtube.com/watch?v=E72BbXWzXJc,most-viewed-official,2026-08-03T11:32:35.884Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_953dbe5104,dc_953dbe5104,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-b81b1324 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q977452,Clue to Kalo,rejected,64,,,,,2026-08-03T11:51:55.580Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q27593,AC/DC,rejected,84,https://www.youtube.com/channel/UCB0JSO6d5ysH2Mmqz5I9rIw,"AC/DC - The Jack (Downsview Park Toronto Rocks, July 2003)",https://www.youtube.com/watch?v=0F0d48zoOKI,most-viewed-official,2026-08-03T11:51:56.051Z,,,,A concise biography could not be extracted from an identity-verified official source.
JBX-WD-Q9619,Tame Impala,configured,100,https://www.youtube.com/channel/UCdI8MAC5HoPJSJ4zrgDDI-Q,"Tame Impala, JENNIE, Boys Noize - Dracula (JENNIE Remix - Boys Noize Disko Version - Official Audio)",https://www.youtube.com/watch?v=NiNXwI_Y1So,most-viewed-official,2026-08-03T11:21:57.720Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_675e1b4025,dc_675e1b4025,aggits-character-poster/1,
JBX-WD-Q592387,The Seekers,rejected,80,,,,,2026-08-03T11:52:03.844Z,,,,The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q5141067,Cog,configured,100,https://www.youtube.com/user/cogrockmusic,COG - Walk the line,https://www.youtube.com/watch?v=E6JmYBI0EnY,most-viewed-official,2026-08-03T11:44:06.292Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_fb7794b6ea,dc_fb7794b6ea,aggits-character-poster/1,
JBX-WD-Q20672,Pendulum,configured,100,https://www.youtube.com/channel/UCP2uxfZ9lfeqY2nkUkoPtvg,Pendulum - Napalm (Live At Milton Keynes),https://www.youtube.com/watch?v=xbgpT2jMBEY,most-viewed-official,2026-08-03T11:32:36.617Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_f889aff0d9,dc_f889aff0d9,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-54a7189b requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q576457,The Panics,rejected,84,https://www.youtube.com/channel/UCo9JCaRLXEk9Gp6cA6Im9lg,40 Years of Dutch Hip-Hop,https://www.youtube.com/watch?v=QxGmRVBn3hk,most-viewed-official,2026-08-03T11:52:08.163Z,,,,A concise biography could not be extracted from an identity-verified official source.
JBX-WD-Q20615,Knife Party,configured,100,https://www.youtube.com/channel/UCtXRolzmkBDmAkTEJiFXohw,Knife Party @ Ultra Music Festival Miami 2022,https://www.youtube.com/watch?v=Xc1nU7tuE_E,most-viewed-official,2026-08-03T11:35:00.952Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_48973433b0,dc_48973433b0,aggits-character-poster/1,"node:internal/fs/promises:637
  return new FileHandle(await PromisePrototypeThen(
                        ^

Error: UNKNOWN: unknown error, open 'C:\Users\andre\Documents\Codex\2026-07-26\https-deep-cuts-andrewharris501-workers-dev\platform.json'
    at async open (node:internal/fs/promises:637:25)
    at async Object.writeFile (node:internal/fs/promises:1239:14)
    at async file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:136:1 {
  errno: -4094,
  code: 'UNKNOWN',
  syscall: 'open',
  path: 'C:\\Users\\andre\\Documents\\Codex\\2026-07-26\\https-deep-cuts-andrewharris501-workers-dev\\platform.json'
}

Node.js v24.14.0"
JBX-WD-Q1036439,Hillsong United,rejected,90,https://www.youtube.com/channel/UCsOoQeBWPnfWBYAwmO795zg,Stay and Wait - Live at Team Night 2013 | Hillsong UNITED,https://www.youtube.com/watch?v=qb62p235Jco,most-viewed-official,2026-08-03T11:52:06.493Z,,,,At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q750460,Jet,configured,100,https://www.youtube.com/channel/UC5vZ92ZTaMqw7lLFDvFNu0A,Jet - On Tour with Lenny Kravitz (Australian Tour Highlights - 2025),https://www.youtube.com/watch?v=Ojm-FXGacM0,most-viewed-official,2026-08-03T11:22:24.066Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_5394bffe4e,dc_5394bffe4e,aggits-character-poster/1,
JBX-WD-Q493710,Savage Garden,configured,100,https://www.youtube.com/channel/UCocAlqGOU7BqzKc87qx6WUg,Savage Garden - To the Moon and Back (Official Video - Australian Version),https://www.youtube.com/watch?v=H5zcfhrBR3I,most-viewed-official,2026-08-03T11:52:12.640Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_e65763b78b,dc_e65763b78b,aggits-character-poster/1,
JBX-WD-Q5125089,Claim the Throne,rejected,80,,,,,2026-08-03T11:52:19.717Z,,,,The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q133405,Bee Gees,configured,100,https://www.youtube.com/channel/UCD9sCcKXnFxMeuFoNayVxeQ,Bee Gees - Tragedy (Official Music Video),https://www.youtube.com/watch?v=I248-SyRDnU,most-viewed-official,2026-08-03T11:22:35.908Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_f3ec5855a9,dc_f3ec5855a9,aggits-character-poster/1,
JBX-WD-Q311576,Dirty Three,configured,100,https://www.youtube.com/channel/UCUcTHq5c6iCot-_oQucmIvw,"""Love changes everything II"" by Dirty Three",https://www.youtube.com/watch?v=P6VE8z8ieYc,most-viewed-official,2026-08-03T11:44:18.660Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_521347d705,dc_521347d705,aggits-character-poster/1,
JBX-WD-Q600519,Bodyjar,configured,100,https://www.youtube.com/user/officialbodyjar,Bodyjar - Sound Of The Stereo [Official Music Video],https://www.youtube.com/watch?v=mmcQ6vQKiLw,most-viewed-official,2026-08-03T11:22:45.070Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_7a9c18a18e,dc_7a9c18a18e,aggits-character-poster/1,
JBX-WD-Q573168,Cut Copy,configured,100,https://www.youtube.com/channel/UCvueeIpQ6l5BlyzUTWY13eQ,Cut Copy & Kate Bollinger - Belong To You [Official Video],https://www.youtube.com/watch?v=_zoXZj19yUA,most-viewed-official,2026-08-03T11:22:42.246Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_003845ddb2,dc_003845ddb2,aggits-character-poster/1,
JBX-WD-Q407814,Air Supply,configured,100,https://www.youtube.com/channel/UCLIx3q_0KLVHAxgxsvh_vSQ,"Air Supply - All Out of Love (Into the Night With Rick Dees, 1991)",https://www.youtube.com/watch?v=gppjjSlwqrI,most-viewed-official,2026-08-03T11:22:48.606Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_151a0f73fc,dc_151a0f73fc,aggits-character-poster/1,
JBX-WD-Q408139,Airbourne,configured,100,https://www.youtube.com/channel/UC99gXrm2NHOlKVLuKIk6IGA,Airbourne - Here She Comes (Art Track),https://www.youtube.com/watch?v=8bO75LnGEc8,most-viewed-official,2026-08-03T11:49:31.703Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_20eaf944b5,dc_20eaf944b5,aggits-character-poster/1,"node:internal/fs/promises:637
  return new FileHandle(await PromisePrototypeThen(
                        ^

Error: UNKNOWN: unknown error, open 'C:\Users\andre\Documents\Codex\2026-07-26\https-deep-cuts-andrewharris501-workers-dev\platform.json'
    at async open (node:internal/fs/promises:637:25)
    at async Object.writeFile (node:internal/fs/promises:1239:14)
    at async file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:136:1 {
  errno: -4094,
  code: 'UNKNOWN',
  syscall: 'open',
  path: 'C:\\Users\\andre\\Documents\\Codex\\2026-07-26\\https-deep-cuts-andrewharris501-workers-dev\\platform.json'
}

Node.js v24.14.0"
JBX-WD-Q5125404,Clairy Browne & The Bangin’ Rackettes,rejected,54,,,,,2026-08-03T11:52:11.992Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved. | At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q5211330,Dallas Frasca,rejected,64,,,,,2026-08-03T11:52:22.210Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q472726,Sodastream,configured,100,https://www.youtube.com/user/sodastreamaustralia,Three Sins,https://www.youtube.com/watch?v=UbxGTO0cVzE,most-viewed-official,2026-08-03T11:23:01.876Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_b53b573830,dc_b53b573830,aggits-character-poster/1,
JBX-WD-Q5550946,Gerling,rejected,84,https://www.youtube.com/channel/UCIjV2o7DfyAhbhBuT-CIBKw,Good Timing,https://www.youtube.com/watch?v=7F1S4_CYB_E,most-viewed-official,2026-08-03T11:52:22.741Z,,,,A concise biography could not be extracted from an identity-verified official source.
JBX-WD-Q5305104,Dragon,configured,100,https://www.youtube.com/channel/UCISWM9bdL3G_DaJ5fJXdbCg,Dragon - Place In The Sun (Official Audio),https://www.youtube.com/watch?v=-k6pzKt7gdE,most-viewed-official,2026-08-03T11:32:45.234Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_cf0c26e052,dc_cf0c26e052,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-6b05669d requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q5306414,"Dream On, Dreamer",rejected,84,https://www.youtube.com/channel/UCqpfplu0s02Yt6IBszJ_q5w,Dream on Dreamer - White Room (Official Music Video),https://www.youtube.com/watch?v=VYE28UcuezQ,most-viewed-official,2026-08-03T11:52:28.896Z,,,,A concise biography could not be extracted from an identity-verified official source.
JBX-WD-Q5379378,Enola Fall,rejected,64,,,,,2026-08-03T11:52:32.105Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q5441452,Feenixpawl,configured,100,https://www.youtube.com/channel/UC5jXSlq8qeBtSLv2DuukAlQ,LJ MASE & Feenixpawl - Balloons,https://www.youtube.com/watch?v=8jA2wosv5Mw,most-viewed-official,2026-08-03T11:23:23.560Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_524265c4c2,dc_524265c4c2,aggits-character-poster/1,
JBX-WD-Q5416495,Even,configured,100,https://www.youtube.com/channel/UCMTCxxJxvkFtmanb7iPN0HA,EVEN - Let Me Know,https://www.youtube.com/watch?v=uoWTB9x9cq0,most-viewed-official,2026-08-03T11:23:24.492Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_ae8daf66a5,dc_ae8daf66a5,aggits-character-poster/1,
JBX-WD-Q5416497,Even As We Speak,rejected,80,,,,,2026-08-03T11:52:33.601Z,,,,The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q1409039,The Wiggles,configured,100,https://www.youtube.com/user/TheWigglesPtyLtd,"Doing the Dishes Can Be Fun! 🫧 The Wiggles 📺 Ready, Steady, Wiggle! Series 8",https://www.youtube.com/watch?v=tghgSwS2c7E,most-viewed-official,2026-08-03T11:32:45.954Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_7bb8539598,dc_7bb8539598,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-329a080c requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q1259710,Psycroptic,configured,100,https://www.youtube.com/user/psycroptic,PSYCROPTIC - Live Chat w Dave Haley 1-23-12 (OFFICIAL),https://www.youtube.com/watch?v=dMtwQ1BssZw,most-viewed-official,2026-08-03T11:32:53.825Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_00caa452fd,dc_00caa452fd,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-76a84ae1 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q1539053,The Cat Empire,configured,100,https://www.youtube.com/channel/UC2Ns1Jsrn_X9PA3GStYctVw,The Cat Empire - Steal The Light (Live at Sydney Opera House) (Official Live Video),https://www.youtube.com/watch?v=d7AumllXmfA,most-viewed-official,2026-08-03T11:23:53.094Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_41c875c4f1,dc_41c875c4f1,aggits-character-poster/1,
JBX-WD-Q1192255,Powderfinger,configured,100,https://www.youtube.com/channel/UCfLfieeWptxNHlirXjhfalA,Powderfinger - 'These Days' Live In Concert - A Vulture Street Film #20thanniversary,https://www.youtube.com/watch?v=mFjAhH53rPg,most-viewed-official,2026-08-03T11:32:54.680Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_c8c3b75f0e,dc_c8c3b75f0e,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-6ac81d96 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q2061634,The Presets,rejected,84,https://www.youtube.com/channel/UCH73vRRJj5lnLYc8l7L3nkg,Foreverafter 2027,https://www.youtube.com/watch?v=2HENJvoeH0M,most-viewed-official,2026-08-03T11:52:41.087Z,,,,A concise biography could not be extracted from an identity-verified official source.
